lb x,lb y,lcline x,lcline y,cline x,cline y,rcline x,rcline y,rb x,rb y,theta
715.1515227,477.235483,714.740445,475.4317327,714.3293673,473.6279825,713.9182896,471.8242322,713.5072119,470.0204819,-0.224074565
720.419632,475.6540795,719.8848902,473.8830484,719.3501484,472.1120173,718.8154066,470.3409862,718.2806649,468.5699551,-0.293233924
725.5408159,473.4819447,724.811334,471.78184,724.0818521,470.0817352,723.3523702,468.3816305,722.6228883,466.6815257,-0.405321838
732.7483166,470.524048,732.0458376,468.812609,731.3433587,467.10117,730.6408798,465.389731,729.9384008,463.6782921,-0.389491819
739.3824541,467.5105552,738.6167518,465.8264531,737.8510496,464.1423509,737.0853473,462.4582488,736.3196451,460.7741466,-0.426726539
744.4513299,465.211031,743.6870366,463.5262889,742.9227433,461.8415469,742.1584501,460.1568048,741.3941568,458.4720628,-0.425890056
751.0911958,462.0175216,750.2891303,460.350431,749.4870648,458.6833405,748.6849992,457.0162499,747.8829337,455.3491594,-0.448427384
758.5942474,458.4505736,757.7999395,456.7797729,757.0056316,455.1089722,756.2113237,453.4381715,755.4170158,451.7673708,-0.443779167
766.5685144,454.7801994,765.7949501,453.099694,765.0213859,451.4191886,764.2478216,449.7386832,763.4742573,448.0581779,-0.431399895
775.0776717,450.9345102,774.3157523,449.2486932,773.5538329,447.5628762,772.7919136,445.8770593,772.0299942,444.1912423,-0.42448146
784.2068993,447.2127518,783.508064,445.4998218,782.8092287,443.7868917,782.1103934,442.0739617,781.4115581,440.3610317,-0.38736375
791.5820548,443.8586271,790.8155725,442.1748798,790.0490903,440.4911326,789.282608,438.8073853,788.5161257,437.123638,-0.427189756
798.5883911,440.7370487,797.8354679,439.0471947,797.0825447,437.3573406,796.3296215,435.6674866,795.5766983,433.9776326,-0.419151453
804.369545,437.926608,803.5601591,436.2630593,802.7507731,434.5995106,801.9413871,432.9359619,801.1320011,431.2724132,-0.452823197
812.4362622,434.1588142,811.6532696,432.4826809,810.870277,430.8065477,810.0872845,429.1304144,809.3042919,427.4542812,-0.437017581
819.0263321,431.2290112,818.2746369,429.5386105,817.5229417,427.8482099,816.7712465,426.1578092,816.0195513,424.4674086,-0.418424888
825.3663037,428.8202228,824.7078446,427.0913701,824.0493855,425.3625174,823.3909264,423.6336647,822.7324674,421.904812,-0.363902439
828.2391481,428.2320503,827.8430743,426.4249461,827.4470005,424.6178419,827.0509267,422.8107377,826.654853,421.0036335,-0.215764167
830.5481768,427.9907096,830.3402818,426.1524279,830.1323869,424.3141462,829.9244919,422.4758644,829.7165969,420.6375827,-0.112613539
833.0598351,427.9149374,832.9957756,426.0660468,832.931716,424.2171562,832.8676565,422.3682657,832.803597,420.5193751,-0.034633702
836.2099878,428.4110112,836.4659235,426.5788002,836.7218592,424.7465893,836.977795,422.9143784,837.2337307,421.0821674,0.138788768
838.8939481,429.4417958,839.5118951,427.6980522,840.1298421,425.9543087,840.7477892,424.2105652,841.3657362,422.4668217,0.340571077
841.5793603,430.7897973,842.3955236,429.1295631,843.2116868,427.4693289,844.0278501,425.8090948,844.8440133,424.1488606,0.456901239
844.4993134,432.7012278,845.5015695,431.1462414,846.5038256,429.591255,847.5060817,428.0362686,848.5083377,426.4812821,0.572529667
847.1812515,434.5574792,848.2332074,433.0356748,849.2851633,431.5138703,850.3371192,429.9920658,851.389075,428.4702614,0.604833113
850.805955,436.5600547,851.6926055,434.9363703,852.579256,433.3126859,853.4659064,431.6890015,854.3525569,430.0653172,0.499823369
855.5577487,439.7618811,856.5874682,438.2249433,857.6171876,436.6880055,858.6469071,435.1510677,859.6766265,433.6141298,0.590293779
861.2311454,443.4618127,862.2416542,441.9121767,863.252163,440.3625406,864.2626718,438.8129045,865.2731806,437.2632684,0.577846058
866.6102058,447.5084116,867.7206028,446.0287094,868.8309998,444.5490072,869.9413968,443.0693051,871.0517938,441.5896029,0.643769386
871.3060728,451.0579241,872.4216133,449.5820957,873.5371538,448.1062673,874.6526943,446.630439,875.7682348,445.1546106,0.64724997
876.5112057,455.5424889,877.7172482,454.1396484,878.9232906,452.7368079,880.1293331,451.3339674,881.3353756,449.9311269,0.710106932
881.5153085,459.8151491,882.71658,458.408221,883.9178515,457.0012928,885.119123,455.5943647,886.3203946,454.1874366,0.70671095
885.3977309,463.4419657,886.6597082,462.0892228,887.9216855,460.7364799,889.1836628,459.383737,890.4456401,458.0309942,0.750698799
889.1079661,467.3032623,890.4406722,466.0201433,891.7733783,464.7370243,893.1060844,463.4539053,894.4387906,462.1707862,0.804352475
892.8294626,471.0820628,894.1475078,469.7838884,895.465553,468.4857139,896.7835982,467.1875395,898.1016434,465.889365,0.79299323
896.443732,475.2458257,897.8392663,474.0313366,899.2348007,472.8168475,900.6303351,471.6023583,902.0258694,470.3878692,0.854652592
899.3560451,478.725203,900.7745016,477.5375663,902.1929582,476.3499296,903.6114148,475.1622929,905.0298714,473.9746562,0.873736963
902.0451174,482.2364516,903.5130122,481.1104922,904.9809071,479.9845327,906.4488019,478.8585732,907.9166968,477.7326138,0.916467621
905.5992157,486.5937341,907.0324502,485.4239738,908.4656846,484.2542135,909.898919,483.0844532,911.3321534,481.914693,0.886274214
909.0811181,491.4835723,910.5867284,490.4085664,912.0923387,489.3335606,913.597949,488.2585547,915.1035593,487.1835488,0.950736012
912.4451546,496.4273351,913.9744791,495.386342,915.5038036,494.345349,917.0331281,493.3043559,918.5624526,492.2633629,0.973149266
916.0718712,501.6305865,917.5895413,500.5726747,919.1072114,499.5147628,920.6248815,498.456851,922.1425516,497.3989391,0.962044137
919.9159322,506.8201601,921.4022564,505.7186428,922.8885806,504.6171255,924.3749048,503.5156083,925.8612291,502.414091,0.933014556
924.3723025,511.9778602,925.7702415,510.7661398,927.1681806,509.5544193,928.5661196,508.3426989,929.9640586,507.1309784,0.856634848
930.0080427,516.1901275,931.0952454,514.6933007,932.182448,513.1964739,933.2696507,511.6996471,934.3568533,510.2028203,0.628184857
935.5080391,519.350739,936.4241222,517.7434768,937.3402053,516.1362146,938.2562883,514.5289524,939.1723714,512.9216902,0.518042049
940.3846971,521.8804523,941.235682,520.2377946,942.086667,518.5951368,942.937652,516.952479,943.788637,515.3098213,0.477986056
946.7497603,524.4855641,947.4466353,522.7718356,948.1435103,521.0581072,948.8403852,519.3443787,949.5372602,517.6306502,0.386219594
953.7762825,526.4513611,954.2685472,524.6680565,954.7608119,522.8847518,955.2530765,521.1014471,955.7453412,519.3181425,0.269333492
959.7980042,527.541463,960.1228082,525.720199,960.4476122,523.8989351,960.7724162,522.0776711,961.0972201,520.2564072,0.176484449
966.8291463,527.9214578,966.9212008,526.0737495,967.0132553,524.2260412,967.1053097,522.3783329,967.1973642,520.5306246,0.04977973
974.2999112,527.2904805,974.1354698,525.4478034,973.9710284,523.6051263,973.8065871,521.7624491,973.6421457,519.919772,-0.089004699
979.7437154,526.0721406,979.3283938,524.2693628,978.9130723,522.4665849,978.4977508,520.663807,978.0824293,518.8610292,-0.226427978
984.7239979,524.5639469,984.1847802,522.7942734,983.6455625,521.0245999,983.1063448,519.2549264,982.567127,517.4852529,-0.295762203
990.8538247,521.995782,990.1338219,520.2916412,989.4138192,518.5875004,988.6938164,516.8833595,987.9738136,515.1792187,-0.399752851
996.6722836,519.0971054,995.8454373,517.4421657,995.018591,515.7872261,994.1917447,514.1322865,993.3648984,512.4773468,-0.463346159
1001.479044,515.8407525,1000.432158,514.3154558,999.3852722,512.790159,998.3383864,511.2648623,997.2915006,509.7395656,-0.601505313
1005.745328,512.3195135,1004.563741,510.896014,1003.382153,509.4725146,1002.200565,508.0490151,1001.018978,506.6255157,-0.692802393
1009.553351,508.4999082,1008.238982,507.1980121,1006.924613,505.8961159,1005.610243,504.5942198,1004.295874,503.2923236,-0.790165638
1012.752767,504.7907628,1011.349627,503.5850689,1009.946487,502.3793751,1008.543346,501.1736812,1007.140206,499.9679873,-0.860937891
1016.1048,499.7315304,1014.557366,498.7176537,1013.009931,497.703777,1011.462496,496.6899003,1009.915062,495.6760236,-0.990775377
1019.173291,494.136485,1017.54956,493.2499197,1015.925829,492.3633544,1014.302098,491.4767891,1012.678367,490.5902238,-1.07102541
1021.485725,488.8006824,1019.786234,488.0697719,1018.086743,487.3388614,1016.387252,486.6079509,1014.687761,485.8770404,-1.164634036
1023.505273,484.6049993,1021.837773,483.8037871,1020.170272,483.0025748,1018.502771,482.2013626,1016.83527,481.4001504,-1.122880746
1026.023454,481.7231697,1024.596613,480.5456199,1023.169771,479.3680701,1021.74293,478.1905203,1020.316089,477.0129705,-0.880827152
1028.696296,479.3564888,1027.45485,477.98488,1026.213403,476.6132713,1024.971957,475.2416626,1023.73051,473.8700539,-0.735627046
1032.460662,476.9990481,1031.461111,475.4423212,1030.461561,473.8855942,1029.46201,472.3288673,1028.46246,470.7721404,-0.570790713
1036.278483,475.7358954,1035.655884,473.9938076,1035.033284,472.2517198,1034.410685,470.509632,1033.788085,468.7675442,-0.343240442
1041.680769,475.0192859,1041.413172,473.1887418,1041.145575,471.3581977,1040.877978,469.5276536,1040.610381,467.6971095,-0.14515633
1047.763633,476.2332492,1048.072924,474.4092868,1048.382216,472.5853245,1048.691508,470.7613622,1049.000799,468.9373998,0.167973493
1053.092599,477.2280698,1053.431926,475.4094558,1053.771253,473.5908417,1054.110581,471.7722277,1054.449908,469.9536137,0.184464548
1059.726806,478.3912997,1060.046248,476.5690876,1060.36569,474.7468755,1060.685132,472.9246634,1061.004573,471.1024513,0.173541008
1069.737834,480.8847768,1070.183395,479.0892337,1070.628957,477.2936906,1071.074518,475.4981475,1071.52008,473.7026044,0.243235383
1081.101794,483.2411337,1081.476968,481.4295752,1081.852142,479.6180167,1082.227317,477.8064582,1082.602491,475.9948998,0.204213446
1090.455422,485.4411997,1090.878754,483.6402862,1091.302087,481.8393727,1091.725419,480.0384592,1092.148752,478.2375457,0.230874042
1102.510777,487.9912019,1102.893489,486.1812207,1103.2762,484.3712395,1103.658912,482.5612583,1104.041623,480.7512772,0.208375789
1117.114237,491.1606841,1117.506613,489.3527734,1117.898988,487.5448626,1118.291364,485.7369519,1118.68374,483.9290411,0.21371823
1134.753202,495.1021636,1135.156634,493.2966878,1135.560065,491.491212,1135.963497,489.6857362,1136.366929,487.8802604,0.219837655
1149.842009,498.2577742,1150.220676,496.4469426,1150.599344,494.636111,1150.978011,492.8252794,1151.356678,491.0144478,0.206141901
1162.34728,501.2179763,1162.773251,499.417685,1163.199221,497.6173936,1163.625192,495.8171022,1164.051163,494.0168108,0.232339067
1173.553582,503.6259812,1173.942112,501.8172401,1174.330642,500.0084989,1174.719172,498.1997578,1175.107702,496.3910167,0.211591535
1183.394047,505.6295174,1183.763099,503.8167018,1184.132152,502.0038862,1184.501204,500.1910706,1184.870256,498.3782549,0.200835081
1193.47694,507.7996369,1193.866158,505.9910436,1194.255376,504.1824503,1194.644593,502.373857,1195.033811,500.5652637,0.21197169
1204.390694,510.12291,1204.775882,508.3134541,1205.161069,506.5039983,1205.546257,504.6945425,1205.931445,502.8850866,0.209744031
1216.946113,512.9380753,1217.350838,511.1328891,1217.755564,509.3277029,1218.160289,507.5225166,1218.565015,505.7173304,0.220554288
1220.529561,513.7506366,1220.938665,511.9464376,1221.347768,510.1422386,1221.756872,508.3380395,1222.165976,506.5338405,0.222980372
1223.690168,515.1051515,1224.393386,513.3940159,1225.096603,511.6828804,1225.799821,509.9717448,1226.503039,508.2606092,0.389923502
1226.758131,516.660321,1227.589437,515.0076168,1228.420742,513.3549125,1229.252048,511.7022083,1230.083353,510.049504,0.466042385
1229.366651,518.4373422,1230.394612,516.8992279,1231.422574,515.3611137,1232.450535,513.8229994,1233.478496,512.2848851,0.589150288
1232.186987,520.9387935,1233.403338,519.5448815,1234.619689,518.1509695,1235.83604,516.7570575,1237.05239,515.3631456,0.717478561
1234.762732,523.5302422,1236.071741,522.2229569,1237.38075,520.9156715,1238.689759,519.6083861,1239.998768,518.3011008,0.786057032
1236.968288,525.9714925,1238.339368,524.7294626,1239.710449,523.4874327,1241.081529,522.2454028,1242.45261,521.0033729,0.834743875
1239.162389,528.5025426,1240.559958,527.290396,1241.957528,526.0782494,1243.355098,524.8661028,1244.752667,523.6539562,0.856329957
1241.540401,531.3493777,1242.960024,530.1631349,1244.379646,528.9768922,1245.799269,527.7906494,1247.218892,526.6044066,0.874719271
1244.447547,535.1633695,1245.918024,534.0407846,1247.388501,532.9181998,1248.858978,531.7956149,1250.329456,530.67303,0.918764543
1247.225478,538.2447422,1248.595551,537.0016006,1249.965623,535.7584589,1251.335696,534.5153173,1252.705769,533.2721756,0.833932736
1250.750516,542.4516921,1252.167923,541.2628029,1253.58533,540.0739138,1255.002737,538.8850246,1256.420144,537.6961355,0.872853673
1255.058057,547.853363,1256.504277,546.6996968,1257.950498,545.5460305,1259.396719,544.3923643,1260.842939,543.2386981,0.89745263
1259.652849,553.496625,1261.08743,552.3285161,1262.52201,551.1604073,1263.956591,549.9922984,1265.391172,548.8241896,0.887425914
1267.709684,563.2191628,1269.134138,562.0387258,1270.558592,560.8582888,1271.983046,559.6778517,1273.407499,558.4974147,0.87880195
1275.003032,572.2795658,1276.444102,571.1194723,1277.885172,569.9593788,1279.326242,568.7992853,1280.767312,567.6391917,0.893000531
1280.404651,578.855655,1281.834188,577.6813785,1283.263724,576.507102,1284.693261,575.3328256,1286.122797,574.1585491,0.883119092
